"stoff_nr";"name";"beschreibung";"cas_id"
"2633";"Haloxyfop";"";"69806-34-4"
"2634";"1-(3,4-Dichlorphenyl)urea";"";"2327-02-8"
"2635";"1-(4-Isopropylphenyl)urea";"";"56046-17-4"
"2636";"Chlorbromuron";"";"13360-45-7"
"2637";"Ibuprofen";"";"15687-27-1"
"2638";"Meclofenaminsäure";"";"644-62-2"
"2639";"Diclofenac";"";"15307-86-5"
"2640";"Tolfenaminsäure";"";"13710-19-5"
"2641";"Naproxen";"";"22204-53-1"
"2642";"Gemfibrozil";"";"25812-30-0"
"2643";"Ketoprofen";"";"22071-15-4"
"2644";"Fenofibrinsäure";"";"42017-89-0"
"2645";"Indomethacin";"";"53-86-1"
"2646";"Bezafibrat";"";"41859-67-0"
"2647";"Phenazon";"";"60-80-0"
"2648";"Clofibrat";"";"637-07-0"
"2649";"Dimethylaminophenazon";"";"58-15-1"
"2650";"Diazepam";"";"439-14-5"
"2651";"Etofibrat";"";"31637-97-5"
"2652";"Fenofibrat";"";"49562-28-9"
"2653";"Carazolol";"";"57775-29-8"
"2654";"Betaxolol";"";"63659-18-7"
"2655";"Bisoprolol";"";"66722-44-9"
"2656";"Metoprolol";"";"37350-58-6"
"2657";"Nadolol";"";"42200-33-9"
"2658";"Propranolol";"";"525-66-6"
"2659";"Dimethylsulfid";"";"75-18-3"
"2660";"Bernsteinsäuredimethylester";"";"106-65-0"
"2661";"Glutarsäuredimethylester";"";"1119-40-0"
"2662";"2-Methyl-propansäure-2,2-dimethyl-1-(2-hydroxy-1-m";"";"74367-33-2"
"2663";"2-Me-propansäure, 3-oh-2,4,4-trmepente";"";"74367-34-3"
"2664";"Moschus-Keton";"";"81-14-1"
"2665";"Moschus-Ambrette";"";"83-66-9"
"2666";"Moschus-Xylol";"";"81-15-2"
"2667";"Carbamazepin";"";"298-46-4"
"2668";"2,2,6,6-Tetramethyl-4-piperidon";"";"826-36-8"
"2669";"Bisphenol A";"";"80-05-7"
"2670";"Phthalsäuredimethylester";"";"131-11-3"
"2671";"Phthalsäurediethylester";"";"84-66-2"
"2672";"Phthalsäuredibutylester";"";"84-74-2"
"2673";"Phthalsäuredipropylester";"";"131-16-8"
"2674";"Phthalsäurediisobutylester";"";"84-69-5"
"2675";"Phthalsäuredidecylester";"";"84-77-5"
"2676";"Phthalsäurediisooctylester";"";"27554-26-3"
"2677";"Phthalsäuredi(N-octyl)ester";"";"117-84-0"
"2678";"Phthalsäurediundecylester";"";"3648-20-2"
"2679";"Phthalsäuredi(2-ethylhexyl)ester";"";"117-81-7"
"2680";"Clenbuterol";"";"37148-27-9"
"2681";"Fenoterol";"";"13392-18-2"
"2682";"Salbutamol";"";"18559-94-9"
"2683";"Terbutalin";"";"23031-25-6"
"2684";"Phthalsäuredicyclohexylester";"";"84-61-7"
"2685";"Sulfadimidin";"";"57-68-1"
"2686";"Phthalsäurebenzylbutylester";"";"85-68-7"
"2687";"Phenacetin";"";"62-44-2"
"2688";"Pentoxyfyllin";"";"6493-05-6"
"2689";"b-Estradiol";"";"50-28-2"
"2690";"Estron";"";"53-16-7"
"2691";"Sulfamethoxazol";"";"723-46-6"
"2692";"Mestranol";"";"72-33-3"
"2693";"Chlorpyrifos-ethyl";"";"2921-88-2"
"2694";"Limonen";"";"138-86-3"
"2695";"alpha-Pinen";"";"80-56-8"
"2696";"beta-Myrcen";"";"123-35-3"
"2697";"alpha-Terpineol";"";"98-55-5"
"2698";"alpha-Terpinolen";"";"586-62-9"
"2699";"p-Mentha-trans-2,8-dien-1-ol";"";"4017-73-6"
"2701";"Fenoprofen";"";"31879-05-7"
"2702";"Tonalid";"";"1506-02-1"
"2703";"Galaxolid";"";"1222-05-5"
"2704";"Galaxolidon";"";"256393-37-0"
"2705";"Phosphorsäuretrimethylester";"";"512-56-1"
"2706";"Phosphorsäuretriethylester";"";"78-40-0"
"2707";"Phosphorsäuretripropylester";"";"513-08-6"
"2708";"Phosphorsäuretris(2-chlorisopropyl)ester";"";"13674-84-5"
"2709";"Phosphorsäuretriisobutylester";"";"126-71-6"
"2710";"Phosphorsäuretributylester";"";"126-73-8"
"2711";"Phosphorsäuretriphenylester";"";"115-86-6"
"2712";"Phosphorsäuretrikresylester";"";"78-32-0"
"2713";"Triphenylphosphinsulfid";"";"3878-45-3"
"2714";"Sulfisoxazol";"";"127-69-5"
"2715";"Phosphorsäure-tris-(2-chlorethyl)ester";"";"115-96-8"
"2716";"Phosphorsäure-(butoxyethyl)-ester";"";"78-51-3"
"2717";"P.säure-tris(1,3-dichlor-isopropyl)ester";"";"13674-87-8"
"2718";"Phosphorsäureethester-bis-isopropylamid";"";"137796-04-4"
"2719";"Phosphorsäureisopropylamiddiethylester";"";"22685-19-4"
"2720";"Coumaphos";"";"56-72-4"
"2721";"Diazinon";"";"333-41-5"
"2722";"Disulfoton";"";"298-04-4"
"2723";"Dichlorvos";"";"62-73-7"
"2724";"Etrimphos";"";"38260-54-7"
"2725";"Azinphos-methyl";"";"86-50-0"
"2726";"Azinphos-ethyl";"";"2642-71-9"
"2727";"Trichlorfon";"";"52-68-6"
"2728";"Isophenphos";"";"25311-71-1"
"2729";"Malathion";"";"121-75-5"
"2730";"Dimethoat";"";"60-51-5"
"2731";"Fenthion";"";"55-38-9"
"2732";"Fenitrothion";"";"122-14-5"
"2733";"Mevinphos";"";"7786-34-7"
"2734";"Quinalfos";"";"13593-03-8"
"2735";"Demeton-S-methyl";"";"919-86-8"
"2736";"Demeton-S-methylsulfon";"";"17040-19-6"
"2737";"Triazophos";"";"24017-47-8"
"2738";"Methamidophos";"";"10265-92-6"
"2739";"Fenamiphos";"";"22224-92-6"
"2740";"Thiophosphorsäuretrimethylester";"";"152-18-1"
"2741";"Thiophosphorsäuretriethylester";"";"126-68-1"
"2742";"Methidathion";"";"950-37-8"
"2743";"Thiophosphorsäurei.prop.amiddiethylestr";"";""
"2744";"Pyrophosphorsäuretetrethylester";"";"107-49-3"
"2745";"Omethoat";"";"1113-02-6"
"2746";"Pyrazophos";"";"13457-18-6"
"2747";"Pirimiphos-ethyl";"";"23505-41-1"
"2748";"Ethion";"";"563-12-2"
"2749";"Fenchlorphos";"";"299-84-3"
"2750";"Heptenophos";"";"23560-59-0"
"2751";"Thiometon";"";""
"2752";"Demeton-O";"";"298-03-3"
"2753";"Demeton-O-methyl";"";"867-27-6"
"2754";"Demeton-S";"";"126-75-0"
"2755";"Oxydemeton-methyl";"";"301-12-2"
"2756";"Phoxim";"";"14816-18-3"
"2757";"Tolclofos-methyl";"";"57018-04-9"
"2758";"Chlorpyrifos-methyl";"";"5598-13-0"
"2759";"Boscalid";"";"188425-85-6"
"2760";"Dibutylzinndichlorid";"";"683-18-1"
"2761";"Dibutylzinnoxid";"";"818-08-6"
"2762";"Tributylzinnoxid";"";"56-35-9"
"2763";"Triphenylzinnacetat";"";"900-95-8"
"2764";"Triphenylzinnchlorid";"";"639-58-7"
"2765";"Triphenylzinnhydroxid";"";"76-87-9"
"2766";"Tetrabutylzinn";"";"1461-25-2"
"2767";"Dibutylzinn-Kation";"";"14488-53-0"
"2768";"Tributylzinn-Kation";"";"36643-28-4"
"2769";"Triphenylzinn-Kation";"";"668-34-8"
"2770";"Monobutylzinn-Kation";"";"78763-54-9"
"2771";"Monooctylzinn-Kation";"";"94410-07-8"
"2772";"Dioctylzinn-Kation";"";"250252-87-0"
"2773";"Tricyclohexylzinn-Kation";"";""
"2774";"Monoheptylzinn-Kation";"";""
"2775";"Diheptylzinn-Kation";"";"135604-09-0"
"2778";"Ethinylestradiol";"";"57-63-6"
"2786";"Sulcotrion";"";"99105-77-8"
"2787";"Mesotrion";"";"104206-82-8"
"2788";"Nicosulfuron";"";"111991-09-4"
"2789";"Fluazifop-p";"";"83066-88-0"
"2790";"Fenoxaprop-p";"";"113158-40-0"
"2791";"1,4-Dioxan";"";"123-91-1"
"2792";"Perfluoroctansäure";"";"335-67-1"
"2793";"Perfluoroktansulfonsäure";"";"1763-23-1"
"2794";"PCB-156";"";"38380-08-4"
"2795";"PCB-157";"";"69782-90-7"
"2796";"PCB-167";"";"52663-72-6"
"2797";"PCB-189";"";"39635-31-9"
"2798";"Bromophos";"";"2104-96-3"
"2799";"Camphechlor";"";"8001-35-2"
"2800";"Captan";"";"133-06-2"
"2801";"Carbaryl";"";"63-25-2"
"2802";"Carbendazim";"";"10605-21-7"
"2803";"Dicofol";"";"115-32-2"
"2804";"Mancozeb";"";"8018-01-7"
"2805";"Permethrin";"";"52645-53-1"
"2806";"Phosmet";"";"732-11-6"
"2807";"Pyrethrum";"";"8003-34-7"
"2808";"Thiram";"";"137-26-8"
"2809";"Trichloracetonitril";"";"545-06-2"
"2810";"Zineb";"";"12122-67-7"
"2811";"Ethyl-tert-butylether";"";"637-92-3"
"2812";"Surfynol 104";"";"126-86-3"
"2813";"Triglyme";"";"112-49-2"
"2814";"Tetraglyme";"";"143-24-8"
"2815";"Ameisensäureethylester";"";"109-94-4"
"2816";"1,2-Diethylbenzol";"";"135-01-3"
"2817";"1,3-Diethylbenzol";"";"141-93-5"
"2818";"1,4-Diethylbenzol";"";"105-05-5"
"2819";"1-Nitropropan";"";"108-03-2"
"2820";"2-Nitropropan";"";"79-46-9"
"2821";"1-Butanol";"";"71-36-3"
"2822";"Cyclohexanol";"";"108-93-0"
"2823";"Cyclohexanon";"";"108-94-1"
"2824";"Essigsäurebutylester";"";"123-86-4"
"2825";"Essigsäuremethylester";"";"79-20-9"
"2826";"Essigsäurepentylester";"";"628-63-7"
"2827";"Thiodiglycol";"";"111-48-8"
"2828";"Toluolsulfonsäure";"";"104-15-4"
"2829";"1-Trichlormethylbenzol";"";"98-07-7"
"2830";"2-Butanon";"";"78-93-3"
"2831";"Aceton";"";"67-64-1"
"2832";"Diethylenglycol";"";"111-46-6"
"2833";"Dekahydronaphthalin";"";"91-17-8"
"2834";"Dichlordifluormethan";"";"75-71-8"
"2835";"Fluortrichlormethan";"";"75-69-4"
"2836";"Ethylenglykol";"";"107-21-1"
"2837";"N-Phenyl-2-naphthylamin";"";"135-88-6"
"2838";"Pyridin";"";"110-86-1"
"2839";"Acrylnitril";"";"107-13-1"
"2840";"Oxalsäure";"";"144-62-7"
"2841";"1,4-Dihydroxybenzol";"";"123-31-9"
"2842";"Essigsäurephenylester";"";"122-79-2"
"2843";"Essigsäurevinylester";"";"108-05-4"
"2844";"4-Nonylphenol";"";"104-40-5"
"2845";"4-tert-Octylphenol";"";"140-66-9"
"2846";"Diisopropylether";"";"108-20-3"
"2847";"Cyclopentan";"";"287-92-3"
"2848";"Cyclohexan";"";"110-82-7"
"2849";"2-Methyl-2-methoxybutan";"";"994-05-8"
"2850";"Ethylenglykoldinitrat";"";"628-96-6"
"2851";"Trinitroglycerin";"";"55-63-0"
"2852";"Coffein";"";"58-08-2"
"2853";"Perfluorbutansäure";"";"375-22-4"
"2854";"Perfluorpentansäure";"";"2706-90-3"
"2855";"Perfluorhexansäure";"";"307-24-4"
"2856";"Perfluorheptansäure";"";"375-85-9"
"2857";"Perfluornonansäure";"";"375-95-1"
"2858";"Perfluordekansäure";"";"335-76-2"
"2859";"Perfluorundekansäure";"";"2058-94-8"
"2860";"Perfluordodekansäure";"";"307-55-1"
"2861";"Perfluorbutansulfonsäure";"";"375-73-5"
"2862";"Perfluorhexansulfonsäure";"";"355-46-4"
"2863";"Desmedipham";"";"13684-56-5"
"2864";"Mononitrotoluole Summe Isomere";"";"1321-12-6"
"2865";"Dinitrotoluole Summe Isomere";"";"25321-14-6"
"2866";"Pentabromdiphenylether";"";"32534-81-9"
"2867";"Summe 2,4- und 2,6-Dimethylanilin";"";""
"2868";"p-Phenolsulfonsäure";"";"98-67-9"
"2869";"Thioharnstoff";"";"62-56-6"
"2870";"Pentachlorbenzolthiol";"";"133-49-3"
"2871";"2-Mercaptobenzothiazol";"";"149-30-4"
"2872";"1,3-Diphenylguanidin";"";"102-06-7"
"2873";"Triethanolamin";"";"102-71-6"
"2874";"Nitromethan";"";"75-52-5"
"2875";"Hexamethylentetramin";"";"100-97-0"
"2876";"Ethylacetat";"";"141-78-6"
"2877";"Diethylbenzol Isomerengemisch";"";"25340-17-4"
"2878";"n-Pentan";"";"109-66-0"
"2879";"n-Hexan";"";"110-54-3"
"2880";"n-Heptan";"";"142-82-5"
"2881";"n-Octan";"";"111-65-9"
"2882";"Methylalkohol";"";"67-56-1"
"2883";"Ethylalkohol";"";"64-17-5"
"2884";"Isopropylalkohol";"";"67-63-0"
"2885";"Isobutylalkohol";"";"78-83-1"
"2886";"tert-Butylalkohol";"";"75-65-0"
"2887";"Asbest";"";"1332-21-4"
"2888";"Nonylphenol";"";"25154-52-3"
"2889";"Heptachlorepoxid, cis und trans";"";""
"2890";"Demeton";"";"8065-48-3"
"2891";"Dibutylzinnsalze ohne Dibusndic, Dibusno";"";""
"2892";"Lineare Alkylbenzolsulfonate, Summe";"";""
"2893";"Alkylphenolethoxylate";"";""
"2894";"Nonylphenolethoxylate";"";""
"2895";"Phosphorsäuretrialkylester, Summe";"";""
"2896";"m-Xylol und p-Xylol";"";""
"2897";"3-Chloranilin und 4-Chloranilin";"";""
"2898";"2,4-Dichloranilin und 2,5-Dichloranilin";"";""
"2899";"o-Toluidin und p-Toluidin";"";""
"2900";"EG-Nr.26 Chlornaphthaline tech. Misch.";"";""
"2901";"EG-Nr.32 Chlornitrotoluole o.4-Cl-2-nto";"";""
"2902";"EG-Nr.42 Chlortoluidine o.2-Cl-p-Toluid.";"";""
"2903";"EG-Nr.46 DDT einschliessl. DDD und DDE";"";""
"2904";"EG-Nr.47 Demeton einschlies. w. Verbnd";"";""
"2905";"EG-Nr.52 Dichloraniline";"";""
"2906";"EG-Nr.56 Dichlorbenzidine";"";""
"2907";"EG-Nr.63 Dichlornitrobenzole";"";""
"2908";"EG-Nr.100 Parathion u. Parathion-methyl";"";""
"2909";"EG-Nr.117 Trichlorbenzole techn. Misch.";"";""
"2910";"EG-Nr.122 Trichlorphenole";"";""
"2911";"EG-Nr.129 Xylole - technische Mischung";"";""
"2912";"EG-Nr.45 2,4-D,einschl.-D-Salze u.-Este";"";""
"2913";"XYLOL (SUMME DER GEHALTE AN O,M,P-XYLOL)";"";""
"2914";"Ampicillin";"";"69-53-4"
"2915";"Amoxicillin";"";"26787-78-0"
"2916";"Azithromycin";"";"83905-01-5"
"2917";"Benzylpenicillin";"";"61-33-6"
"2918";"Clarithromycin";"";"81103-11-9"
"2919";"Clindamycin";"";"18323-44-9"
"2920";"Cloxacillin";"";"61-72-3"
"2921";"Dicloxacillin";"";"3116-76-5"
"2922";"Erythromycin";"";"114-07-8"
"2923";"Flucloxacillin";"";"5250-39-5"
"2924";"Methicillin";"";"61-32-5"
"2925";"Mezlocillin";"";"51481-65-3"
"2926";"Nafcillin";"";"147-52-4"
"2927";"Oxacillin";"";"66-79-5"
"2928";"Phenoxymethylpenicillin";"";"87-08-1"
"2929";"Piperacillin";"";"61477-96-1"
"2930";"Roxythromycin";"";"80214-83-1"
"2931";"Spiramycin";"";"8025-81-8"
"2932";"Trimethoprim";"";"738-70-5"
"2933";"Tylosin";"";"1401-69-0"
"2934";"Ofloxacin";"";"82419-36-1"
"2935";"Chlortetracyclin";"";"57-62-5"
"2936";"Doxycyclin";"";"564-25-0"
"2937";"Oxytetracyclin";"";"79-57-2"
"2938";"Tetracyclin";"";"60-54-8"
"2939";"Vancomycin";"";"1404-90-6"
"2940";"Cyclophosamid";"";"50-18-0"
"2941";"Decylbenzolsulfonsaeure Natriumsalz";"";"1322-98-1"
"2942";"Undecylbenzolsulfonsaeure Natriumsalz";"";"27636-75-5"
"2943";"Dodecylbenzolsulfonsaeure Natriumsalz";"";"25155-30-0"
"2944";"Tridecylbenzolsulfonsaeure Natriumsalz";"";"26248-24-8"
"2945";"Summe(LAS-C10,C11,C12,C13)";"";""
"2946";"Atenolol";"";"29122-68-7"
"2947";"Sotalol";"";"3930-20-9"
"2948";"Sulfadiazin";"";"68-35-9"
"2949";"Acrylamid";"";"79-06-1"
"2950";"BTXE";"";""
"2951";"Cetan";"";"544-76-3"
"2953";"Aromaten in flüssigen Mineralölprodukten";"";""
"2954";"Olefine in flüssigen Mineralölprodukten";"";""
"2955";"Summe Ether grösser gleich 5 C-Atome";"";""
"2956";"Summe Isomere Hexachlorcyclohexan";"";"608-73-1"
"2957";"Summe der Drine";"";""
"2958";"Summe Isomere Trichlorbenzol";"";"12002-48-1"
"2959";"Summe Isomere Endosulfan";"";""
"2960";"Summe sonst O2-haltige Verb.in MÖP";"";""
"2961";"Tiamulin fumarat";"";"55297-96-6"
"2962";"Sulfathiazol";"";"72-14-0"
"2963";"Sulfamerazin";"";"127-79-7"
"2964";"Sulfadoxin";"";"2447-57-6"
"2965";"Sulfadimethoxin";"";"122-11-2"
"2966";"Iopamidol";"";"60166-93-0"
"2967";"Iopromid";"";"73334-07-3"
"2968";"Iomeprol";"";"78649-41-9"
"2969";"Amidotrizoesaeure";"";"117-96-4"
"2970";"Ambroxol";"";"18683-91-5"
"2971";"Paracetamol";"";"103-90-2"
"2972";"Propyphenazon";"";"479-92-5"
"2973";"Piroxicam";"";"36322-90-4"
"2974";"Phenylhydrazin";"";"100-63-0"
"2975";"Trichloressigsaeure";"";"76-03-9"
"2976";"1,2,3-Trihydroxybenzol";"";"87-66-1"
"2977";"1,2-Dihydroxybenzol";"";"120-80-9"
"2978";"1,3-Dihydroxybenzol";"";"108-46-3"
"2979";"2-Aminophenol";"";"95-55-6"
"2980";"3-Aminophenol";"";"591-27-5"
"2981";"4-Aminophenol";"";"123-30-8"
"2983";"Essigsaeurebenzylester";"";"140-11-4"
"2984";"Summe Tetrachlorbenzole";"";""
"2985";"Summe Aminophenole";"";""
"2986";"Summe Chlorbenzole";"";""
"2987";"Sum kurzkettige Chlorparaffine C10 - C13";"";"85535-84-8"
"2988";"Summe Chlorphenole";"";""
"2989";"Summe Diethylbenzole";"";""
"2990";"Summe Kresole";"";""
"2991";"Summe LHKW nach BBodSchV";"";""
"2992";"Summe aus PFOA und PFOS";"";""
"2993";"Malachitgruen oxalat";"";"2437-29-8"
"2994";"Sum LHKW der AbwV + cis-1,2-Dichlorethen";"";""
"2995";"4,4-Methoxychlor";"";"2132-70-9"
"2996";"Fettsäuremethylester mit 4 und mehr DpB";"";""
"2997";"Monoglyceride";"";""
"2998";"Diglyceride";"";""
"2999";"Triglyceride";"";""
"3001";"Methan";"";"74-82-8"
"3002";"Kohlendioxid";"";"124-38-9"
"3003";"Formaldehyd";"";"50-00-0"
"3004";"Phosphorwasserstoff";"";"7803-51-2"
"3005";"1,3-Butadien";"";"106-99-0"
"3006";"Monomethylamin";"";"74-89-5"
"3007";"Dichlorfluormethan";"";"75-43-4"
"3008";"Argon";"";"7440-37-1"
"3009";"Exzess-N2";"";""
"3010";"Exzess-N2 als NO3";"";""
"3011";"Stickstoff gasförmig";"";"7727-37-9"
"4000";"N,N-Dimethylsulfamid";"";"3984-14-3"
"4001";"Fenoxapropethyl";"";"66441-23-4"
"4002";"Irgarol 1051";"";"28159-98-0"
"4003";"Summe aus Tri- und Tetrachlorethen";"";""
"4005";"Dihydrocodein";"";"125-28-0"
"4006";"Codein";"";"76-57-3"
"4007";"Perfluoroktansulfonsäure inkl. Isomere";"";""
"4008";"Perfluoroktansäure inkl. Isomere";"";""
"4009";"Perfluorbutansulfonsäure inkl. Isomere";"";""
"4010";"Perfluorhexansulfonsäure inkl. Isomere";"";""
"4011";"Summe aus 9 ausgewählten PFT";"";""
"4012";"Summe aus PFOA und PFOS inkl. Isomere";"";""
"4013";"Summe aus 10 ausgewählten PFT";"";""
"4014";"Desphenyl-chloridazon";"";"6339-19-1"
"4015";"Methyl-desphenylchloridazon";"";"17254-80-7"
"4016";"Oxazepam";"";"604-75-1"
"4017";"Temazepam";"";"846-50-4"
"4018";"Fluoxetin";"";"54910-89-3"
"4019";"Fludioxonil";"";"131341-86-1"
"4020";"Tribenuron methyl";"";"101200-48-0"
"4021";"Triflusulfuron-methyl";"";"126535-15-7"
"4022";"n-Decan";"";"124-18-5"
"4023";"Picoxystrobin";"";"117428-22-5"
"4024";"Pyraclostrobin";"";"175013-18-0"
"4025";"Sulfamethoxypyridazin";"";"80-35-3"
"4026";"Sulfachloropyridazin";"";"80-32-0"
"4027";"Sulfaethoxypyridazin";"";"963-14-4"
"4028";"Sulfaquinoxalin";"";"59-40-5"
"4029";"2,4,4-Tribromdiphenylether";"";"41318-75-6"
"4030";"Summe von 6 ausgewählten BDE";"";""
"4031";"para-Nonylphenol verzweigt";"";"84852-15-3"
"4032";"Sum Benzo(b)- + Benzo(k)flouranthen";"";""
"4033";"Sum B(ghi)perylen + Indeno(1,2,3cd)pyren";"";""
"4034";"Summe Isomere DDT";"";""
"4035";"Amitrol";"";"61-82-5"
"4036";"Barban";"";"101-27-9"
"4037";"Bendiocarb";"";"22781-23-3"
"4038";"Bensulid";"";"741-58-2"
"4039";"Benzthiazuron";"";"1929-88-0"
"4040";"Bitertanol";"";"55179-31-2"
"4041";"Carboxin";"";"5234-68-4"
"4042";"Chlorbufam";"";"1967-16-4"
"4043";"Cymoxanil";"";"57966-95-7"
"4044";"Dichloran";"";"99-30-9"
"4045";"Difenoconazol";"";"119446-68-3"
"4046";"Fenpropidin";"";"67306-00-7"
"4047";"Fluazinam";"";"79622-59-6"
"4048";"lambda-Cyhalothrin";"";"91465-08-6"
"4049";"Methomyl";"";"16752-77-5"
"4050";"Metosulam";"";"139528-85-1"
"4051";"Metsulfuronmethyl";"";"74223-64-6"
"4052";"Propamocarb";"";"24579-73-5"
"4053";"Pymetrozin";"";"123312-89-0"
"4054";"Spiroxamin";"";"118134-30-8"
"4055";"Terbacil";"";"5902-51-2"
"4056";"Chlorthalonil";"";"1897-45-6"
"4057";"Trinexapac";"";"104273-73-6"
"4058";"Nonylphenolmonoethoxylat";"";"104-35-8"
"4059";"Nonylphenoldiethoxylat";"";"20427-84-3"
"4060";"Sulfolan";"";"126-33-0"
"4061";"Methylcyclohexan";"";"108-87-2"
"4062";"Methylcyclopentan";"";"96-37-7"
"4063";"Acridin";"";"260-94-6"
"4064";"2,6-Dimethylpyridin";"";"108-48-5"
"4065";"Benzothiazol";"";"95-16-9"
"4066";"Ethylhexanol";"";"104-76-7"
"4067";"sek-Butylethylether";"";"2679-87-0"
"4068";"tert-Amylethylether";"";"919-94-8"
"4069";"Oseltamivir acid";"";"187227-45-8"
"4070";"Chlorthalonil-SA";"";""
"4071";"Metazachlorsäure";"";"1231244-60-2"
"4072";"Metazachlorsulfonsäure Na-Salz";"";"1231710-68-1"
"4073";"Metolachlor-CA";"";"152019-73-3"
"4074";"Metolachlor-ESA Na-Salz";"";"947601-85-6"
"4075";"Dimethachlor-CA";"";"1086384-49-7"
"4076";"Dimethachlor-SA  Na-Salz";"";""
"4077";"internat. Tox.äquiv. PCB WHO 2005 oBG";"";""
"4078";"internat. Tox.äquiv. PCB WHO 2005 mBG";"";""
"4079";"Pyrimethanil";"";"53112-28-0"
"4080";"Haloxyfop-P-methylester";"";"72619-32-0"
"4081";"N-Nitroso-Dimethylamin";"";"62-75-9"
"4082";"Perfluortetradekansäure";"";"376-06-7"
"4083";"3,7-Dimethylperfluoroktansäure";"";"172155-07-6"
"4084";"Perfluordekansulfonsäure";"";"335-77-3"
"4085";"Perfluoroctylsulfonsäureamid";"";"754-91-6"
"4086";"7H-Perfluorheptansäure";"";"1546-95-8"
"4087";"H2-Perfluordekansäure";"";""
"4088";"H4-Perfluorundekansäure";"";"34598-33-9"
"4089";"H4-Perfluoroktansulfonsäure";"";"27619-97-2"
"4090";"Diphenylzinn";"";"53675-52-8"
"4091";"int. Tox.äquiv. PCDD/F WHO 1998 oBG";"";""
"4092";"int. Tox.äquiv. PCDD/F WHO 1998 mBG";"";""
"4093";"int. Tox.äquiv. PCDD/F WHO 2005 oBG";"";""
"4094";"int. Tox.äquiv. PCDD/F WHO 2005 mBG";"";""
"4095";"internat. Tox.äquiv. PCB WHO 1998 oBG";"";""
"4096";"internat. Tox.äquiv. PCB WHO 1998 mBG";"";""
"4097";"Benzotriazol";"";"95-14-7"
"4098";"4-Methylbenzotriazol";"";"29878-31-7"
"4099";"5-Methylbenzotriazol";"";"136-85-6"
"4100";"5,6-Dimethylbenzotriazol";"";"4184-79-6"
"4101";"Summe 4- und 5-Methylbenzotriazol";"";""
"4102";"Tetrabrombisphenol A";"";"79-94-7"
"4103";"H4-Perfluorhexansulfonsäure";"";"757124-72-4"
"4104";"Perfluorheptansulfonsäure";"";"375-92-8"
"4105";"H4-Perfluordekansulfonsäure";"";"39108-34-4"
"4106";"Mesosulfuron";"";"400852-66-6"
"4107";"Atraton";"";"1610-17-9"
"4108";"Pethoxamid";"";"106700-29-2"
"4109";"Topramezone";"";"210631-68-8"
"4110";"Dalapon";"";"75-99-0"
"4111";"Fensulfothion";"";"115-90-2"
"4112";"Dichlofenthion";"";"97-17-6"
"4113";"Carbophenothion";"";"786-19-6"
"4114";"Endrinaldehyd";"";"7421-93-4"
"4115";"Isobumeton";"";"26259-45-0"
"4116";"Flumioxazin";"";"103361-09-7"
"4117";"Isoxaflutol";"";"141112-29-0"
"4118";"Foramsulfuron";"";"173159-57-4"
"4119";"Naled";"";"300-76-5"
"4120";"Paraoxon-ethyl";"";"311-45-5"
"4121";"Prothioconazol";"";"178928-70-6"
"4122";"2,2',3,4',4-Pentabromdiphenylether";"";"182346-21-0"
"4123";"Acrinathrin";"";"101007-06-1"
"4124";"Alpha-Cypermethrin";"";"67375-30-8"
"4125";"Beta-Cyfluthrin";"";"1820573-27-0"
"4126";"Beta-Sitosterol";"";"83-46-5"
"4127";"Cashmeran";"";"33704-61-9"
"4128";"Chlormequat-Ion";"";"7003-89-6"
"4129";"Dimoxystrobin";"";"149961-52-4"
"4130";"Etofenprox";"";"80844-07-1"
"4131";"Fenhexamid";"";"126833-17-8"
"4132";"Folpet";"";"133-07-3"
"4133";"Indoxacarb";"";"173584-44-6"
"4134";"Iohexol";"";"66108-95-0"
"4135";"Iotalaminsaeure";"";"2276-90-6"
"4136";"Ioxitalaminsaeure";"";"28179-44-4"
"4137";"Iprodion";"";"36734-19-7"
"4138";"N-Acetyl-Sulfamethoxazol";"";"21312-10-7"
"4139";"Primidon";"";"125-33-7"
"4140";"Pyrimiphos-methyl";"";"29232-93-7"
"4141";"Spirodiclofen";"";"148477-71-8"
"4142";"Sucralose";"";"56038-13-2"
"4143";"Tefluthrin";"";"79538-32-2"
"4144";"Tramadol";"";"27203-92-5"
"4145";"Summe aus 17 ausgewählten PFT";"";""
"4146";"Glufosinat RS";"";"51276-47-2"
"4147";"Acetochlor";"";"34256-82-1"
"4148";"Bensulfuron-Methyl";"";"83055-99-6"
"4149";"bis(1,3-Dichlor-2-propyl)ether";"";"59440-89-0"
"4150";"bis(2,3-Dichlor-1-propyl)ether";"";"7774-68-7"
"4151";"1,3Dichl.2propyl(2,3dichl.1propyl)ether";"";"59440-90-3"
"4152";"Hexabromcyclododecan";"";"25637-99-4"
"4153";"Acesulfam K";"";"55589-62-3"
"4154";"Summe LHKW+cis-1,2-Dichlorethen als Cl";"";""
"4155";"Fenamidon";"";"161326-34-7"
"4156";"Climbazol";"";"38083-17-9"
"4157";"Metalaxyl-CA";"";"75596-99-5"
"4158";"Flufenacet-ESA";"";"201668-32-8"
"4159";"Benzyldodecyldimethylammoniumbromid";"";"7281-04-1"
"4160";"Didecyldimethylammoniumbromid";"";"2390-68-3"
"4161";"Irgarol Metabolit 1";"";"30125-65-6"
"4162";"Atorvastatin";"";"134523-00-5"
"4163";"1,1-Dichlorpropen";"";"563-58-6"
"4164";"2,2-Dichlorpropan";"";"594-20-7"
